City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,nuku'alofa,-21.1333,-175.2,300.34,89,75,5.14,TO,1728857033
289,shatura,55.5725,39.5368,277.22,52,92,5.34,RU,1728857035
290,fuglafjordur,62.244,-6.814,278.3,65,93,9.85,FO,1728857036
291,east london,-33.0153,27.9116,292.45,90,79,4.88,ZA,1728856831
292,richards bay,-28.783,32.0377,293.83,95,3,3.05,ZA,1728857039
293,nuuk,64.1835,-51.7216,275.86,69,100,1.58,GL,1728856773
294,san andres,12.5847,-81.7006,302.16,70,20,5.66,CO,1728857043
295,ribas do rio pardo,-20.4431,-53.7592,303.22,38,28,3.26,BR,1728857044
296,isangel,-19.55,169.2667,298.21,65,75,3.6,VU,1728857045
297,diego de almagro,-26.3667,-70.05,298.49,19,4,3.38,CL,1728857046
298,saudarkrokur,65.7461,-19.6394,269.84,59,0,2.11,IS,1728857048
299,qamdo,31.1667,97.2333,273.35,73,16,0.49,CN,1728857049
300,tulun,54.5611,100.5792,268.19,65,100,1.47,RU,1728857050
301,anacapri,40.5558,14.2136,293.62,63,3,1.98,IT,1728857052
302,mirny,62.5353,113.9611,263.06,92,86,3.21,RU,1728857053
303,dumai,1.6833,101.45,296.15,97,100,1.88,ID,1728857055
304,kloulklubed,7.0419,134.2556,302.29,68,33,3.35,PW,1728857056
305,punta arenas,-53.15,-70.9167,284.21,62,75,8.23,CL,1728856799
306,mareeba,-17.0,145.4333,296.62,74,28,1.96,AU,1728857059
307,paracuru,-3.41,-39.0306,299.04,79,63,4.71,BR,1728857060
308,woodlake,37.4211,-77.6793,296.96,61,0,4.12,US,1728857062
309,bandundu,-3.3167,17.3667,296.82,85,100,2.06,CD,1728857063
310,luebo,-5.35,21.4167,296.36,80,77,1.11,CD,1728857064
311,pisco,-13.7,-76.2167,293.18,68,0,7.2,PE,1728857065
312,la libertad,-2.2333,-80.9,295.96,83,40,4.63,EC,1728857067
313,petauke,-14.2426,31.3253,298.02,39,25,4.62,ZM,1728857068
314,atherton,53.5237,-2.4935,281.07,82,100,0.89,GB,1728857071
315,baikonur,45.6167,63.3167,275.65,93,92,5.97,KZ,1728857073
316,oum hadjer,13.2954,19.6966,301.64,58,99,3.03,TD,1728857075
317,weno,7.4515,151.8468,301.12,89,100,0.0,FM,1728857076
318,ramnagar,29.4,79.1167,293.44,74,63,1.5,IN,1728857078
319,isla vista,34.4133,-119.861,299.35,66,1,2.86,US,1728857049
320,sovetskaya gavan',48.9723,140.2878,278.01,43,42,2.15,RU,1728857081
321,soderhamn,61.3037,17.0592,278.96,97,100,1.55,SE,1728857082
322,jaru,-10.4389,-62.4664,306.88,34,75,1.55,BR,1728857059
323,sola,-13.8833,167.55,301.52,79,75,3.09,VU,1728857085
324,codrington,-38.2667,141.9667,287.56,80,18,7.75,AU,1728857086
325,chibougamau,49.9168,-74.3659,276.94,87,100,2.06,CA,1728857087
326,baise city,23.8997,106.6133,296.63,83,98,1.16,CN,1728857089
327,port-vila,-17.7338,168.3219,297.93,78,100,7.2,VU,1728857090
328,narvik,68.4384,17.4272,279.15,95,48,1.92,NO,1728857092
329,egilsstadir,65.2653,-14.3948,271.1,74,100,3.09,IS,1728857093
330,lethem,3.3803,-59.7968,307.18,55,20,5.14,GY,1728857094
331,fisterra,42.9049,-9.2629,291.19,83,100,2.98,ES,1728857096
332,mirnyy,62.5353,113.9611,263.06,92,86,3.21,RU,1728857097
333,erenhot,43.6475,111.9767,284.54,52,0,10.5,CN,1728857099
334,mar del plata,-38.0023,-57.5575,288.68,80,6,4.47,AR,1728856978
335,hastings,50.8552,0.5729,283.01,38,100,4.57,GB,1728857101
336,conception bay south,47.4999,-52.9981,282.77,87,61,9.28,CA,1728856809
337,zeya,53.75,127.2667,274.72,68,100,2.32,RU,1728857104
338,punaauia,-17.6333,-149.6,300.95,61,0,9.26,PF,1728857105
339,tura,25.5198,90.2201,293.36,93,3,1.7,IN,1728857106
340,czarnkow,52.9021,16.5641,284.36,76,100,9.63,PL,1728857109
341,wainwright,52.839,-110.8572,287.42,30,5,7.06,CA,1728857110
342,williams lake,52.1415,-122.1445,289.91,68,75,4.63,CA,1728857112
343,date,42.4681,140.8681,284.51,70,0,2.18,JP,1728857113
344,petawawa,45.9001,-77.3328,281.92,52,10,1.34,CA,1728857115
345,debre tabor,11.85,38.0167,284.9,82,80,0.38,ET,1728857116
346,tarko-sale,64.9225,77.785,273.19,87,97,6.46,RU,1728857117
347,ad dilinjat,30.8279,30.5363,294.95,86,0,1.5,EG,1728857119
348,ad dabbah,18.05,30.95,307.19,23,100,1.84,SD,1728857120
349,xichang,27.8964,102.2634,287.92,94,100,2.15,CN,1728857122
350,peterhead,57.5058,-1.7981,280.6,58,100,4.05,GB,1728857123
351,ciudad lazaro cardenas,17.9583,-102.2,301.64,74,44,4.45,MX,1728856984
352,ajdabiya,30.7554,20.2263,295.43,63,0,5.78,LY,1728857126
353,ulladulla,-35.35,150.4667,292.99,47,83,2.11,AU,1728857127
354,moab,38.5733,-109.5498,303.18,17,100,1.45,US,1728857066
355,bikenibeu village,1.3673,173.1241,304.13,70,20,5.66,KI,1728857131
356,vila do maio,15.1333,-23.2167,300.4,81,8,3.24,CV,1728857133
357,hithadhoo,-0.6,73.0833,301.21,74,100,4.7,MV,1728857097
358,masally,39.0,48.6667,289.3,94,100,2.52,AZ,1728857135
359,bonthe,7.5264,-12.505,298.86,88,100,2.81,SL,1728857136
360,westport,41.1415,-73.3579,291.9,77,100,5.66,US,1728857138
361,tselinnoye,53.0833,85.6667,268.04,92,14,1.71,RU,1728857139
362,merizo village,13.2658,144.6691,302.03,89,100,3.16,GU,1728857140
363,puerto aysen,-45.4,-72.7,282.67,99,96,1.6,CL,1728856874
364,pelabuhanratu,-6.9875,106.5514,298.55,90,100,1.62,ID,1728857143
365,san luis de la loma,17.2706,-100.8939,301.4,79,41,2.26,MX,1728857144
366,scarborough,54.2797,-0.4044,279.21,86,100,0.89,GB,1728856972
367,kitimat,54.0524,-128.6534,285.2,27,100,0.89,CA,1728857147
368,kailua-kona,19.6406,-155.9956,303.13,69,20,5.14,US,1728857149
369,amos,48.5669,-78.1162,276.4,63,78,3.86,CA,1728857150
370,manokwari,-0.8667,134.0833,299.78,75,100,1.31,ID,1728857151
371,port alfred,-33.5906,26.891,290.47,97,98,2.24,ZA,1728857152
372,kichmengskiy gorodok,59.9816,45.7854,275.27,67,100,3.86,RU,1728857154
373,cidreira,-30.1811,-50.2056,292.03,80,1,10.78,BR,1728856904
374,rielasingen-worblingen,47.7347,8.8401,284.59,97,100,0.63,DE,1728857156
375,katsuura,35.1333,140.3,293.71,71,4,5.73,JP,1728857159
376,butterworth,5.3991,100.3638,299.17,93,20,1.54,MY,1728857161
377,queenstown,-31.8976,26.8753,291.4,75,1,2.02,ZA,1728857118
378,susanville,40.4163,-120.653,294.72,41,0,1.79,US,1728857163
379,victorica,-36.2151,-65.4359,291.78,72,68,7.43,AR,1728857164
380,esmeraldas,-19.7625,-44.3139,296.14,70,98,4.63,BR,1728857166
381,ust'-ilimsk,58.0006,102.6619,268.5,55,100,4.03,RU,1728857167
382,cascais,38.6979,-9.4215,294.79,79,19,0.89,PT,1728857168
383,shingu,33.7333,135.9833,295.01,69,25,5.63,JP,1728857170
384,capinota,-17.7167,-66.2333,292.3,40,91,1.28,BO,1728857171
385,polyarnyy,69.1989,33.4478,277.43,78,100,6.95,RU,1728857172
386,volodarskiy,46.4013,48.5409,277.54,55,43,5.7,RU,1728857174
387,ola,59.5833,151.2833,274.59,86,50,2.22,RU,1728857175
388,buka,40.8108,69.1986,286.14,78,100,1.31,UZ,1728857176
389,azna,33.6095,48.9307,288.94,32,2,0.94,IR,1728857178
390,san felipe,10.3399,-68.7425,298.39,86,78,1.51,VE,1728857180
391,hotan,37.0997,79.9269,290.28,19,35,1.7,CN,1728857181
392,guasdualito,7.2424,-70.7324,301.13,74,20,4.63,VE,1728857183
393,baruun-urt,46.6806,113.2792,274.82,76,81,11.86,MN,1728857184
394,puerto ayacucho,5.6639,-67.6236,301.81,77,91,1.81,VE,1728857185
395,jolo,6.05,121.0167,298.41,86,67,1.01,PH,1728857187
396,ilebo,-4.3167,20.5833,294.48,98,98,0.84,CD,1728857188
397,rokytne,51.2796,27.214,280.23,83,100,4.08,UA,1728857189
398,mejit,10.2753,170.8646,301.65,77,63,6.81,MH,1728857191
399,laguna,38.421,-121.4238,301.61,45,0,4.12,US,1728857192
400,vernon,50.2581,-119.2691,296.9,39,27,1.03,CA,1728857041
401,islamorada,24.9243,-80.6278,300.93,92,62,2.78,US,1728857194
402,toliara,-23.35,43.6667,295.39,59,0,1.61,MG,1728857196
403,ranau,5.9538,116.6641,293.69,95,88,0.37,MY,1728857197
404,zhosaly,45.4878,64.0781,275.39,88,27,5.14,KZ,1728857198
405,horta,38.5333,-28.6333,294.27,92,75,12.35,PT,1728857200
406,malabrigo,-29.3464,-59.9696,299.12,47,25,4.49,AR,1728857201
407,klyuchi,52.2667,79.1667,268.01,77,22,1.86,RU,1728857204
408,bubaque,11.2833,-15.8333,301.26,79,100,4.43,GW,1728857205
409,luganville,-15.5333,167.1667,299.06,81,79,5.59,VU,1728857206
410,gedo,9.0167,37.45,283.59,91,83,1.15,ET,1728857207
411,hadibu,12.65,54.0333,299.66,67,86,0.5,YE,1728857209
412,baskale,38.0453,44.0172,281.95,60,5,2.43,TR,1728857210
413,opuwo,-18.0607,13.84,297.48,27,41,2.47,NA,1728857213
414,chistopol',55.3631,50.6424,273.91,53,8,2.47,RU,1728857214
415,aver-o-mar,41.4078,-8.7812,293.46,83,75,2.57,PT,1728857216
416,maldon,51.7311,0.6746,280.48,86,0,0.0,GB,1728857217
417,puerto el triunfo,13.2833,-88.55,300.98,78,57,1.83,SV,1728857218
418,ponca city,36.707,-97.0856,300.16,24,30,7.14,US,1728856979
419,aoulef,26.9667,1.0833,305.31,14,0,4.66,DZ,1728857221
420,dwarka,22.2394,68.9678,300.89,82,100,3.35,IN,1728857222
421,kidal,18.4411,1.4078,306.01,13,1,4.11,ML,1728857223
422,zhezqazghan,47.7833,67.7667,279.54,87,100,11.08,KZ,1728857225
423,wynyard,-41.0,145.7167,288.81,65,9,1.79,AU,1728857226
424,okhotsk,59.3833,143.3,273.97,75,38,2.44,RU,1728857227
425,christchurch,-43.5333,172.6333,285.05,63,40,1.54,NZ,1728857226
426,springfield,37.2153,-93.2982,298.77,25,0,6.71,US,1728857058
427,tome acu,-2.4189,-48.1522,303.51,38,100,1.4,BR,1728857231
428,kiama,-34.6833,150.8667,292.8,71,86,2.3,AU,1728857233
429,flin flon,54.7682,-101.865,279.06,65,75,2.06,CA,1728856959
430,narayanpet,16.7333,77.5,296.25,91,100,2.47,IN,1728857235
431,sao felix do xingu,-6.6447,-51.995,302.36,46,100,1.52,BR,1728857237
432,beau vallon,-20.4189,57.6953,294.83,72,48,7.38,MU,1728857238
433,newman,37.3138,-121.0208,299.85,53,0,2.68,US,1728857240
434,enewetak,11.3474,162.3373,301.86,75,84,7.09,MH,1728857241
435,spring creek,40.7266,-115.5859,297.82,17,22,0.89,US,1728857243
436,sakakah,29.9697,40.2064,296.91,31,0,2.44,SA,1728857247
437,taoudenni,22.6783,-3.9836,302.67,39,13,15.05,ML,1728857249
438,bathsheba,13.2167,-59.5167,302.49,79,40,8.75,BB,1728857250
439,olyokminsk,60.3736,120.4264,267.39,71,88,3.51,RU,1728857252
440,yengema,8.7167,-11.1667,294.43,99,98,0.4,SL,1728857253
441,casper,42.8666,-106.3131,292.48,23,0,3.09,US,1728857202
442,jasper,37.2001,-94.3502,299.18,22,0,5.14,US,1728857255
443,belen,36.4891,36.2233,293.92,88,20,5.66,TR,1728857257
444,sandakan,5.8402,118.1179,297.3,94,85,1.59,MY,1728857258
445,zaragoza,41.6561,-0.8773,293.04,71,0,0.45,ES,1728857259
446,acajutla,13.5928,-89.8275,301.39,70,83,2.65,SV,1728857261
447,griffith,41.5284,-87.4237,288.32,48,40,8.75,US,1728857262
448,ar raqqah,35.95,39.0167,297.9,57,11,3.95,SY,1728857264
449,curvelo,-18.7564,-44.4308,300.4,58,83,4.54,BR,1728857265
450,saint-pierre,-21.3393,55.4781,294.97,73,0,8.75,RE,1728857266
451,zhangye,38.9342,100.4517,285.38,36,91,4.58,CN,1728857268
452,mulheim,6.6072,-57.8881,300.21,77,77,4.33,GY,1728857269
453,oleksandriya,48.6696,33.1159,284.85,87,100,0.23,UA,1728857196
454,nagqu,31.5,92.0,272.11,41,98,1.5,CN,1728857272
455,bereznik,62.8551,42.7072,276.55,76,100,3.92,RU,1728857275
456,fraserburgh,57.6874,-2.0184,279.19,63,100,3.58,GB,1728857276
457,zapolyarnyy,69.4154,30.8136,275.05,82,98,4.99,RU,1728857277
458,menongue,-14.6585,17.691,292.57,33,63,1.43,AO,1728857279
459,keflavik,64.0049,-22.5624,273.39,59,0,4.63,IS,1728857280
460,margate,51.3813,1.3862,280.76,83,100,4.29,GB,1728857282
461,port shepstone,-30.7414,30.455,292.94,92,7,2.05,ZA,1728857283
462,cole harbour,44.6724,-63.4751,282.43,76,3,2.49,CA,1728857284
463,sudak,44.85,34.9667,286.66,69,83,3.48,UA,1728857286
464,endicott,42.0984,-76.0494,284.24,95,100,2.06,US,1728857287
465,dipayal,29.2608,80.94,292.04,88,21,1.39,NP,1728856986
466,tchintabaraden,15.8969,5.7985,305.78,23,62,4.06,NE,1728857289
467,yuanping,38.7153,112.7575,282.42,94,0,0.42,CN,1728857291
468,beloyarskiy,63.7119,66.6722,271.41,95,85,1.69,RU,1728857292
469,tralee,52.2704,-9.7026,282.43,98,94,1.85,IE,1728857293
470,vanimo,-2.6741,141.3028,299.38,90,100,2.13,PG,1728857295
471,kohtla-jarve,59.3986,27.2731,279.14,93,94,2.26,EE,1728857296
472,gadzhiyevo,69.2551,33.3362,277.3,79,100,6.7,RU,1728857166
473,georgetown,5.4112,100.3354,299.11,93,20,1.54,MY,1728857057
474,minab,27.1467,57.0801,301.91,69,0,0.36,IR,1728857189
475,ocean city,39.2776,-74.5746,295.47,76,4,4.47,US,1728857173
476,colonia,50.9333,6.95,280.91,85,0,1.54,DE,1728857303
477,ta`u,-14.2336,-169.5144,300.06,77,76,6.9,AS,1728857304
478,cabedelo,-6.9811,-34.8339,299.52,82,5,4.78,BR,1728857305
479,susuman,62.7833,148.1667,262.26,98,99,0.92,RU,1728857307
480,ahiri,19.4,80.0167,296.16,96,70,0.57,IN,1728857308
481,tshabong,-26.05,22.45,299.59,14,51,4.06,BW,1728857309
482,sao vicente,-23.9631,-46.3919,292.03,26,100,3.75,BR,1728857311
483,yemetsk,63.4721,41.7941,276.89,79,100,4.04,RU,1728857312
484,paarl,-33.7338,18.9752,286.61,86,6,3.5,ZA,1728857314
485,swakopmund,-22.6833,14.5333,287.03,84,64,1.34,NA,1728857315
486,vorkuta,67.5,64.0,272.12,95,58,6.53,RU,1728857316
487,soke,13.598,-5.9386,301.71,61,95,3.78,ML,1728857318
488,muborak,39.2553,65.1528,285.84,65,58,3.57,UZ,1728857319
489,pampa,35.5362,-100.9599,299.17,22,0,5.14,US,1728857321
490,afaahiti,-17.75,-149.2833,296.23,75,34,6.75,PF,1728857322
491,robertsport,6.7533,-11.3686,299.29,80,100,3.07,LR,1728857323
492,cuito,-12.3833,16.9333,292.2,44,90,2.27,AO,1728857325
493,viedma,-40.8135,-62.9967,290.39,32,9,6.43,AR,1728857148
494,bluefields,12.0137,-83.7635,302.19,84,75,4.12,NI,1728857329
495,kone,-21.0595,164.8658,296.91,58,100,2.27,NC,1728857330
496,turpan,42.9333,89.1667,291.24,37,8,0.65,CN,1728857331
497,khandyga,62.6667,135.6,265.49,92,100,0.99,RU,1728857333
498,moranbah,-22.0016,148.0466,292.91,76,100,7.06,AU,1728857334
499,harper,4.375,-7.7169,297.3,89,100,2.62,LR,1728857336
500,bollnas,61.3482,16.3946,278.1,98,97,0.98,SE,1728857339
501,aljezur,37.3191,-8.8033,291.31,94,7,4.11,PT,1728857340
502,awjilah,29.1081,21.2869,298.68,45,0,5.55,LY,1728857342
503,colonia menno,-22.3667,-59.8167,306.21,41,84,5.21,PY,1728857343
504,souillac,-20.5167,57.5167,294.83,71,78,6.91,MU,1728857345
505,baiti,13.745,-14.7482,299.35,81,86,4.38,SN,1728857346
506,vila franca do campo,37.7167,-25.4333,295.38,96,100,7.52,PT,1728857347
507,jabor,5.921,169.6434,302.46,73,35,5.81,MH,1728857349
508,palmer,42.1584,-72.3287,281.22,79,100,2.57,US,1728857350
509,jacmel,18.2342,-72.5347,301.99,80,18,2.41,HT,1728857351
510,aladag,37.5485,35.396,291.57,92,60,0.89,TR,1728857352
511,la gi,10.6667,107.7833,298.59,87,98,1.54,VN,1728857354
512,thunder bay,48.4001,-89.3168,283.14,62,100,2.57,CA,1728857068
513,gisborne,-38.6533,178.0042,286.07,88,100,1.55,NZ,1728857357
514,knysna,-34.0363,23.0471,289.26,85,73,2.84,ZA,1728857358
515,walvis bay,-22.9575,14.5053,288.88,79,75,5.81,NA,1728857359
516,oytal,42.9057,73.2697,284.51,84,97,1.97,KZ,1728857360
517,pinotepa nacional,16.3167,-98.0167,301.73,69,77,2.6,MX,1728857362
518,hola,51.5377,23.1902,280.72,77,17,6.81,PL,1728857364
519,juankoski,63.0667,28.35,277.13,93,93,1.13,FI,1728857365
520,matamey,13.4231,8.4749,303.74,37,100,2.89,NE,1728857366
521,muravlenko,63.7898,74.523,273.52,88,100,5.85,RU,1728857368
522,berlin,52.5244,13.4105,283.68,79,75,9.83,DE,1728857367
523,hargeysa,9.56,44.065,295.65,58,12,0.76,SO,1728857370
524,swan hill,-35.3378,143.5544,293.18,32,73,3.6,AU,1728857371
525,kalemie,-5.9475,29.1947,296.67,58,20,0.77,CD,1728857373
526,pacific grove,36.6177,-121.9166,294.49,91,75,3.6,US,1728857374
527,salalah,17.0151,54.0924,298.2,78,40,0.51,OM,1728857245
528,north bend,43.4065,-124.2243,295.52,80,35,3.34,US,1728857376
529,kavieng,-2.5744,150.7967,301.46,78,72,5.27,PG,1728857378
530,nizhneudinsk,54.9076,99.0276,267.65,76,100,0.92,RU,1728857379
531,champerico,14.3,-91.9167,301.98,70,32,3.3,GT,1728857381
532,abepura,-2.6333,140.5833,299.6,89,20,1.03,ID,1728857259
533,kirensk,57.7853,108.1119,267.27,70,100,3.69,RU,1728857383
534,deltebre,40.7499,0.7868,292.51,92,35,1.61,ES,1728857384
535,urzhum,57.1141,49.9996,271.98,61,6,2.53,RU,1728857385
536,alibag,18.6411,72.8792,300.1,84,71,1.88,IN,1728857294
537,san jose del guaviare,2.5729,-72.6459,298.25,87,82,0.59,CO,1728857388
538,kristiansund,63.1115,7.732,277.66,87,100,0.0,NO,1728857354
539,polatsk,55.4859,28.7756,280.75,94,100,3.8,BY,1728857391
540,berezovyy,51.6667,135.7,276.19,52,100,2.19,RU,1728857393
541,jalqani,12.4486,34.2186,298.58,69,100,3.01,SD,1728857394
542,kupang,-10.1667,123.5833,299.15,87,97,1.96,ID,1728857395
543,balcarce,-37.8462,-58.2552,291.38,50,12,0.89,AR,1728857396
544,zorgo,12.2489,-0.6158,301.97,62,61,4.14,BF,1728857398
545,sattenapalle,16.4,80.1833,296.79,95,100,1.53,IN,1728857399
546,naracoorte,-36.9579,140.7383,287.17,72,2,4.63,AU,1728857400
547,aur,8.1499,171.1687,301.99,75,4,6.37,MH,1728857401
548,zheleznodorozhnyy,55.7503,38.0042,277.9,44,100,6.28,RU,1728857403
549,pyt-yakh,60.7499,72.8582,272.74,66,97,3.04,RU,1728857404
550,remire-montjoly,4.9167,-52.2667,301.17,78,0,2.06,GF,1728857406
551,brookings,44.3114,-96.7984,285.47,43,0,8.75,US,1728857178
552,tangjin,36.8944,126.6297,290.59,81,100,4.06,KR,1728857116
553,dabwali,29.95,74.7333,295.73,28,13,1.75,IN,1728857308
554,itaituba,-4.2761,-55.9836,302.49,58,100,0.99,BR,1728857412
555,mangrol,21.1167,70.1167,300.87,81,100,2.05,IN,1728857413
556,porbandar,21.6422,69.6093,300.93,79,100,2.02,IN,1728857414
557,massawa,15.6097,39.45,303.91,72,1,2.17,ER,1728857416
558,monticello,45.3055,-93.7941,285.57,56,100,9.26,US,1728857349
559,bel ombre,-4.6167,55.4167,299.55,81,99,7.88,SC,1728857418
560,shimoda,34.6667,138.95,292.62,77,51,6.64,JP,1728857419
561,bengkulu,-3.8004,102.2655,296.6,92,100,1.65,ID,1728857422
562,al jawf,29.5,38.75,296.5,34,0,2.02,SA,1728857424
563,miracema do tocantins,-9.5618,-48.3967,306.98,29,51,0.63,BR,1728857425
564,tual,-5.6667,132.75,300.8,78,93,6.63,ID,1728857426
565,kralendijk,12.15,-68.2667,304.14,66,20,8.23,BQ,1728857168
566,melekhovo,56.2773,41.2935,276.6,55,98,5.14,RU,1728857428
567,urengoy,65.9667,78.3667,273.61,85,75,8.43,RU,1728857430
568,inzhavino,52.3185,42.4937,274.95,52,4,6.71,RU,1728857431
569,balqash,46.8481,74.995,277.71,41,100,9.2,KZ,1728857432
570,ginir,7.1333,40.7,288.42,76,65,2.19,ET,1728857434
571,lagdo,9.05,13.7333,296.8,88,98,0.38,CM,1728857435
572,muisne,0.6,-80.0333,297.53,83,100,4.48,EC,1728857436
573,central city,37.2939,-87.1233,300.04,52,0,4.12,US,1728857437
574,lagoa,39.05,-27.9833,291.52,88,99,15.9,PT,1728857439
575,port hedland,-20.3167,118.5667,299.18,17,12,4.63,AU,1728857441
576,al bawiti,28.3492,28.8659,299.32,32,0,1.85,EG,1728857442
577,mildura,-34.2,142.15,292.08,53,35,5.02,AU,1728857444
578,casino,-28.8667,153.05,290.71,65,80,1.28,AU,1728857445
